D,N,run,dim
1.1557843734511952,300000,1,8
1.053805301052037,300000,2,8
1.1121460080048322,300000,3,8
1.1069700758178853,300000,4,8
1.313623507678323,1000000,0,8
1.2868017079897416,1000000,1,8
1.4375511166917432,1000000,2,8
1.3901963057586109,1000000,3,8
1.3191530269006322,1000000,4,8
1.4857375511798823,2500000,0,8
1.518078003858824,2500000,1,8
1.5900192047811346,2500000,2,8
1.540539449190728,2500000,3,8
1.4804797732615274,2500000,4,8
1.6238352456022749,6000000,0,8
1.6364717620671676,6000000,1,8
1.6812517262512543,6000000,2,8
1.7640771464636116,6000000,3,8
1.7082564952959074,6000000,4,8
1.812698120641457,15000000,0,8
1.7411140134004552,15000000,1,8
1.8317674305907328,15000000,2,8
1.784186047308646,15000000,3,8
1.865533259007776,15000000,4,8
1.8307753242044387,40000000,0,8
1.8548526866225359,40000000,1,8
1.8863803154420984,40000000,2,8
1.8463729162061853,40000000,3,8
1.8432670683920247,40000000,4,8
1.869008444055885,60000000,0,8
1.8389980412661824,60000000,1,8
1.873845401402429,60000000,2,8
1.8283897484572789,60000000,3,8
1.9094075636127579,60000000,4,8
0.8805216715696835,50000,0,9
0.7761751545380213,50000,1,9
0.7372081628980216,50000,2,9
0.9402503880592699,50000,3,9
0.6806343385579926,50000,4,9
0.9656767370088405,100000,0,9
1.0154011690448042,100000,1,9
1.2093561802733588,100000,2,9
0.9602516833972147,100000,3,9
1.0394827021301472,100000,4,9
1.4653978444122568,300000,0,9
1.2749029297653758,300000,1,9
1.3481000904532572,300000,2,9
1.4933979247920297,300000,3,9
1.5179954168195378,300000,4,9
1.509879880249812,1000000,0,9
1.551051517509188,1000000,1,9
1.5729700619789533,1000000,2,9
1.3960011884478747,1000000,3,9
1.4735759695806856,1000000,4,9
1.6790738068268816,2500000,0,9
1.6396857901948343,2500000,1,9
1.7579078318903982,2500000,2,9
1.6702685376407633,2500000,3,9
1.6856779609804828,2500000,4,9
1.8046547311961478,6000000,0,9
1.7995831295305107,6000000,1,9
1.765593078059275,6000000,2,9
1.8139686022351433,6000000,3,9
1.8193743575276142,6000000,4,9
1.8570485020306309,15000000,0,9
1.8547182938394298,15000000,1,9
1.7835597097794713,15000000,2,9
1.9022861683416106,15000000,3,9
1.885441980398825,15000000,4,9
1.9073692319069815,40000000,0,9
1.8715667991745488,40000000,1,9
1.9366259111194175,40000000,2,9
1.900536355569406,40000000,3,9
1.9066796289996597,40000000,4,9
1.936964568046488,60000000,0,9
1.9474416978331897,60000000,1,9
1.9283847820190083,60000000,2,9
1.925867259267013,60000000,3,9
1.880815600173558,60000000,4,9
